Node_Count,StaticEncoding,DynamicEncoding
10,7.142857142857142,2.5025494722748802
20,7.142857142857142,2.5025494722748802
30,7.142857142857142,2.5025494722748802
40,7.142857142857142,2.5025494722748802
50,7.142857142857142,2.5025494722748802
60,7.142857142857142,2.5025494722748802
70,7.142857142857144,2.5025494722748802
80,7.142857142857142,2.5025494722748802
90,7.142857142857142,2.5025494722748802
100,7.142857142857142,2.5025494722748802
